sample_id,latitude,longitude,nearest_moil_mine,distance_to_mine_km,elevation_m,ndvi_sentinel2,soil_moisture_sar_pct,lst_celsius_landsat9,rainfall_annual_chirps_mm,bouguer_gravity_anomaly_mgal,swir_alteration_ratio,magnetic_susceptibility_si,manganese_present
MOIL-SAMP-01516,21.63229,79.9672,Balaghat Mine (Largest underground Mn mine),29.52,468.5,0.506,48.4,33.7,1313.2,-4.19,1.295,12.7,0
MOIL-SAMP-01517,21.64234,80.62365,Ukwa Mine,39.43,352.3,0.554,27.7,27.8,1431.5,-5.01,0.967,1.0,0
MOIL-SAMP-01518,22.047,80.41378,Ukwa Mine,10.37,441.6,0.834,29.2,33.7,1301.1,-8.66,0.776,10.5,0
MOIL-SAMP-01519,21.64081,80.62191,Ukwa Mine,39.51,422.6,0.643,41.1,29.1,1295.3,-11.65,1.084,20.4,0
MOIL-SAMP-01520,22.06601,79.35448,Mansar Mine,74.34,417.2,0.652,65.1,34.3,1376.0,-6.43,1.181,15.8,0
MOIL-SAMP-01521,21.37209,79.888,Balaghat Mine (Largest underground Mn mine),56.76,323.6,0.592,49.6,27.6,1320.0,0.55,1.181,11.8,0
MOIL-SAMP-01522,21.20415,80.28869,Balaghat Mine (Largest underground Mn mine),66.98,343.2,0.743,55.7,34.4,1329.9,-6.3,0.971,19.3,0
MOIL-SAMP-01523,21.62832,79.82338,Sitasaongi Mine,8.17,370.0,0.64,29.4,30.6,1197.0,4.91,0.93,-2.4,0
MOIL-SAMP-01524,21.65248,79.55869,Tirodi Mine,16.65,410.7,0.562,52.3,29.1,1347.3,-0.71,1.13,5.6,0
MOIL-SAMP-01525,21.83634,79.16464,Gumgaon Mine,52.0,366.9,0.63,39.1,28.7,1478.2,-4.88,1.187,13.7,0
MOIL-SAMP-01526,22.12651,80.10684,Balaghat Mine (Largest underground Mn mine),36.78,346.0,0.683,54.1,30.7,1295.9,-6.28,0.932,8.2,0
MOIL-SAMP-01527,21.61007,80.09058,Balaghat Mine (Largest underground Mn mine),23.51,477.5,0.518,47.3,30.4,1383.9,-3.48,1.008,8.4,0
MOIL-SAMP-01528,21.16182,79.22935,Mansar Mine,26.5,294.1,0.721,54.4,31.4,1364.3,-2.13,1.445,8.7,0
MOIL-SAMP-01529,21.73101,79.43579,Mansar Mine,40.5,436.4,0.573,68.1,30.7,1403.6,-7.38,1.456,23.0,0
MOIL-SAMP-01530,21.76278,79.31746,Mansar Mine,40.6,461.1,0.598,46.3,35.3,1280.0,-15.76,0.966,16.2,0
MOIL-SAMP-01531,21.69856,79.27685,Kandri Mine,31.15,365.2,0.661,53.1,29.9,1274.6,-0.87,1.111,11.7,0
MOIL-SAMP-01532,21.62135,79.95355,Balaghat Mine (Largest underground Mn mine),31.38,427.2,0.421,44.1,30.2,1351.2,1.61,1.319,21.5,0
MOIL-SAMP-01533,21.51592,79.74779,Chikla Mine,5.4,431.9,0.634,67.1,32.2,1307.8,-3.1,1.518,10.8,0
MOIL-SAMP-01534,21.36053,80.11128,Balaghat Mine (Largest underground Mn mine),49.5,410.7,0.761,41.9,30.3,1362.5,-13.52,0.952,2.0,0
MOIL-SAMP-01535,21.52231,80.38779,Ukwa Mine,49.97,374.1,0.499,43.2,32.4,1381.4,4.83,1.054,12.1,0
MOIL-SAMP-01536,21.42963,79.1738,Kandri Mine,9.76,348.7,0.624,29.4,29.5,1200.5,-13.0,1.083,14.4,0
MOIL-SAMP-01537,21.28114,79.88661,Balaghat Mine (Largest underground Mn mine),65.49,387.6,0.618,51.0,30.0,1426.4,-6.31,1.311,13.3,0
MOIL-SAMP-01538,21.37857,79.02977,Gumgaon Mine,3.12,377.6,0.782,29.4,31.5,1176.9,-11.03,1.057,8.8,0
MOIL-SAMP-01539,21.41995,79.27445,Kandri Mine,0.84,283.4,0.371,37.3,32.7,1320.7,10.72,2.233,41.6,1
MOIL-SAMP-01540,21.58222,79.53559,Tirodi Mine,21.97,344.3,0.739,45.7,30.5,1273.6,-8.27,1.4,9.4,0
MOIL-SAMP-01541,21.29584,80.57647,,999.0,413.0,0.719,15.0,28.2,1424.0,2.87,1.452,7.6,0
MOIL-SAMP-01542,21.29955,80.3002,Ukwa Mine,75.91,367.4,0.63,42.4,37.1,1300.6,-4.64,1.261,15.7,0
MOIL-SAMP-01543,21.32661,79.74928,Chikla Mine,26.31,391.4,0.792,37.1,33.5,1401.3,-4.29,0.865,12.2,0
MOIL-SAMP-01544,22.14556,80.3789,Balaghat Mine (Largest underground Mn mine),42.79,477.9,0.634,42.8,32.2,1243.6,-8.51,1.301,11.3,0
MOIL-SAMP-01545,21.66701,80.14701,Balaghat Mine (Largest underground Mn mine),15.55,324.9,0.495,38.2,30.6,1359.2,1.2,1.196,13.7,0
MOIL-SAMP-01546,21.93533,79.39006,Mansar Mine,60.64,431.7,0.724,51.6,31.2,1207.7,-2.59,1.355,12.0,0
MOIL-SAMP-01547,21.71214,79.8721,Sitasaongi Mine,18.33,278.5,0.736,36.6,31.9,1353.0,11.14,1.585,6.2,0
MOIL-SAMP-01548,21.5484,80.09298,Balaghat Mine (Largest underground Mn mine),29.74,340.6,0.658,44.8,27.8,1353.2,-12.35,1.512,10.7,0
MOIL-SAMP-01549,21.21004,80.31487,Balaghat Mine (Largest underground Mn mine),66.82,378.2,0.633,31.7,25.2,1385.9,1.12,1.08,15.9,0
MOIL-SAMP-01550,21.62654,79.98375,Balaghat Mine (Largest underground Mn mine),28.66,403.6,0.635,48.0,28.3,1321.8,-4.56,0.974,20.1,0
MOIL-SAMP-01551,21.59985,79.45238,Mansar Mine,29.05,403.6,0.55,46.8,29.5,1279.7,-12.29,1.099,8.0,0
MOIL-SAMP-01552,21.51096,79.85863,Sitasaongi Mine,12.87,394.5,0.624,28.4,31.3,1329.4,-4.54,1.191,23.3,0
MOIL-SAMP-01553,22.08184,79.31389,Mansar Mine,75.73,386.7,0.855,49.1,32.6,1420.2,-3.73,0.872,5.6,0
MOIL-SAMP-01554,21.16984,79.06823,Gumgaon Mine,25.4,393.0,0.819,50.1,31.5,1188.0,1.53,1.219,2.2,0
MOIL-SAMP-01555,22.01737,80.58361,Ukwa Mine,13.12,310.7,0.619,30.3,30.5,1451.3,-7.26,1.164,10.8,0
MOIL-SAMP-01556,21.34896,79.88661,Balaghat Mine (Largest underground Mn mine),59.0,340.2,0.624,34.8,34.3,1215.2,7.65,0.931,18.2,0
MOIL-SAMP-01557,21.79913,79.16417,Gumgaon Mine,48.11,413.0,0.712,43.6,35.2,1304.5,-3.43,1.416,28.2,0
MOIL-SAMP-01558,21.93031,79.4892,Mansar Mine,62.98,449.2,0.535,38.0,31.2,1311.3,-10.61,1.518,14.5,0
MOIL-SAMP-01559,21.82319,79.72749,Tirodi Mine,14.95,274.9,0.671,39.1,30.8,1296.7,-7.28,1.15,9.5,0
MOIL-SAMP-01560,21.88653,80.45134,Ukwa Mine,9.17,441.8,0.501,65.8,30.5,1389.3,-3.05,1.256,9.4,0
MOIL-SAMP-01561,21.53107,79.36574,Mansar Mine,17.58,419.0,0.699,40.2,33.4,1339.3,-3.84,1.066,14.3,0
MOIL-SAMP-01562,21.78171,79.11073,Gumgaon Mine,44.6,360.3,0.578,38.3,33.8,1195.0,-19.73,1.295,16.1,0
MOIL-SAMP-01563,21.31758,80.30389,Ukwa Mine,73.89,359.6,0.642,32.5,31.5,1323.5,-9.27,1.098,-3.0,0
MOIL-SAMP-01564,21.48739,79.98629,Balaghat Mine (Largest underground Mn mine),40.57,275.7,0.594,45.8,25.7,1348.6,-6.17,1.181,7.0,0
MOIL-SAMP-01565,21.72164,80.37802,Ukwa Mine,28.78,426.5,0.511,39.9,28.0,1224.9,-0.17,1.436,-7.8,0
MOIL-SAMP-01566,21.22134,79.1416,Mansar Mine,23.81,326.1,0.686,37.4,28.1,1349.4,-7.24,1.298,11.5,0
MOIL-SAMP-01567,21.37822,79.42038,Mansar Mine,15.43,367.6,0.547,51.5,33.3,1222.0,-6.85,1.226,17.8,0
MOIL-SAMP-01568,21.44136,79.33145,Mansar Mine,7.73,330.9,0.816,39.3,31.7,1231.4,-1.23,1.246,12.1,0
MOIL-SAMP-01569,21.79464,79.33825,Mansar Mine,44.38,419.8,0.609,35.7,29.7,1389.2,-4.45,1.496,20.2,0
MOIL-SAMP-01570,21.5949,80.40305,Ukwa Mine,41.8,262.7,0.46,60.4,32.7,1316.4,-7.14,1.379,18.2,0
MOIL-SAMP-01571,21.51316,79.90646,Sitasaongi Mine,16.92,348.9,0.466,30.8,31.8,1221.7,-3.29,1.193,14.9,0
MOIL-SAMP-01572,22.11553,79.59518,Tirodi Mine,48.82,448.6,0.741,60.1,32.4,1270.5,-3.56,1.379,10.9,0
MOIL-SAMP-01573,21.33389,78.89158,Gumgaon Mine,13.15,324.9,0.644,32.5,35.3,1374.7,-5.65,1.306,16.0,0
MOIL-SAMP-01574,21.87777,80.04164,Balaghat Mine (Largest underground Mn mine),17.2,449.8,0.619,39.6,33.4,1288.4,-5.05,1.461,12.8,0
MOIL-SAMP-01575,22.09044,80.11125,Balaghat Mine (Largest underground Mn mine),32.79,389.0,0.583,37.1,32.6,1439.5,-11.76,1.197,6.0,0
MOIL-SAMP-01576,21.23006,79.15044,Mansar Mine,22.5,403.6,0.53,39.3,29.9,1199.2,-4.53,1.091,17.6,0
MOIL-SAMP-01577,21.25301,78.96483,Gumgaon Mine,15.78,410.5,0.619,50.6,26.8,1249.6,0.57,1.005,13.6,0
MOIL-SAMP-01578,22.02869,79.83718,Tirodi Mine,39.68,451.9,0.735,43.9,31.0,1361.9,4.52,1.42,14.7,0
MOIL-SAMP-01579,21.17636,79.56462,Dongri Buzurg Mine,43.96,330.6,0.692,54.9,31.3,1259.7,-11.85,1.398,15.8,0
MOIL-SAMP-01580,21.915,78.99985,Gumgaon Mine,57.92,372.3,0.687,38.0,31.5,1319.7,-1.74,1.327,14.0,0
MOIL-SAMP-01581,21.41245,79.12949,Gumgaon Mine,13.34,336.3,0.671,34.1,24.8,1277.7,-10.01,1.51,18.3,0
MOIL-SAMP-01582,21.80483,80.44385,Ukwa Mine,18.21,460.3,0.63,60.1,32.5,1469.9,4.15,1.457,16.1,0
MOIL-SAMP-01583,21.45937,79.29531,Kandri Mine,5.53,332.0,0.589,69.5,29.9,1337.3,-9.38,1.223,17.2,0
MOIL-SAMP-01584,21.43418,79.97767,Balaghat Mine (Largest underground Mn mine),46.13,343.7,0.616,34.8,34.3,1314.3,3.37,0.912,13.9,0
MOIL-SAMP-01585,21.28128,80.35933,Ukwa Mine,76.76,356.3,0.608,45.5,32.9,1339.1,-11.07,0.828,13.6,0
MOIL-SAMP-01586,21.17857,80.04439,Balaghat Mine (Largest underground Mn mine),70.55,354.5,0.652,32.3,28.7,1379.5,1.61,1.031,13.8,0
MOIL-SAMP-01587,22.01037,79.43536,Mansar Mine,69.77,452.3,0.486,31.1,29.5,1308.6,-7.67,0.78,7.2,0
MOIL-SAMP-01588,21.62615,80.60497,Ukwa Mine,40.36,487.7,0.695,51.3,30.2,1363.5,-14.88,1.609,6.9,0
MOIL-SAMP-01589,21.69058,79.34035,Mansar Mine,33.1,345.6,0.541,44.8,32.6,1241.0,-4.13,1.298,10.6,0
MOIL-SAMP-01590,21.59484,80.59518,Ukwa Mine,43.3,436.4,0.522,50.5,31.7,1392.2,1.76,1.174,30.5,0
MOIL-SAMP-01591,21.84762,79.16867,Gumgaon Mine,53.31,381.1,0.587,46.3,28.3,1273.7,-1.14,1.086,20.4,0
MOIL-SAMP-01592,21.74758,79.98589,Balaghat Mine (Largest underground Mn mine),21.69,296.2,0.603,59.9,31.4,1292.1,-0.58,1.545,17.8,0
MOIL-SAMP-01593,21.78585,79.86517,Sitasaongi Mine,24.89,437.6,0.718,53.2,29.8,1213.2,-1.53,1.074,9.2,0
MOIL-SAMP-01594,21.67346,80.00115,Balaghat Mine (Largest underground Mn mine),23.95,397.0,0.647,52.5,27.4,1376.8,-5.17,1.394,20.5,0
MOIL-SAMP-01595,21.45966,79.4749,Tirodi Mine,35.45,315.5,0.504,54.0,29.7,1249.8,-4.02,1.391,9.7,0
MOIL-SAMP-01596,21.68967,80.29847,Ukwa Mine,35.4,391.1,0.613,19.9,34.6,1336.2,-6.11,1.186,11.5,0
MOIL-SAMP-01597,21.59186,79.50841,Tirodi Mine,23.89,433.5,0.675,58.2,31.9,1345.9,0.89,1.076,20.0,0
MOIL-SAMP-01598,21.40981,79.39643,Mansar Mine,12.86,404.9,0.499,44.6,29.2,1449.0,-0.92,1.138,20.9,0
MOIL-SAMP-01599,21.15009,80.31768,,999.0,268.9,0.671,29.3,31.1,1275.9,-2.25,1.558,6.8,0
MOIL-SAMP-01600,21.99795,79.46899,Mansar Mine,69.38,471.4,0.819,42.4,33.7,1338.4,-12.43,0.915,21.1,0
MOIL-SAMP-01601,21.6192,78.86497,Gumgaon Mine,28.98,287.1,0.796,41.0,33.8,1362.3,-1.7,1.148,20.0,0
MOIL-SAMP-01602,22.07209,80.55452,Ukwa Mine,14.57,441.3,0.769,45.2,34.5,1364.2,-13.03,1.176,0.5,0
MOIL-SAMP-01603,21.62707,78.86644,Gumgaon Mine,29.66,427.1,0.516,56.3,32.8,1252.4,-10.39,0.921,7.6,0
MOIL-SAMP-01604,21.58044,79.37726,Mansar Mine,22.88,347.4,0.843,24.4,28.6,1333.8,5.08,1.217,5.7,0
MOIL-SAMP-01605,21.38122,78.86299,Gumgaon Mine,14.53,394.5,0.697,20.6,28.4,1301.6,-3.29,1.123,4.2,0
MOIL-SAMP-01606,21.52364,79.59112,Tirodi Mine,22.28,311.0,0.606,28.0,26.6,1277.0,-0.82,1.324,10.2,0
MOIL-SAMP-01607,21.71055,79.56055,Tirodi Mine,16.16,387.0,0.574,23.2,32.5,1457.9,-5.67,1.274,15.0,0
MOIL-SAMP-01608,21.31327,80.17681,Balaghat Mine (Largest underground Mn mine),54.11,256.0,0.593,51.4,30.4,1412.9,-16.01,1.297,17.1,0
MOIL-SAMP-01609,21.53972,79.53104,Tirodi Mine,25.15,325.0,0.637,53.9,27.7,1141.9,-6.78,1.346,16.7,0
MOIL-SAMP-01610,21.41298,79.61003,Dongri Buzurg Mine,18.03,362.8,0.609,24.3,25.6,1288.9,0.48,1.504,14.8,0
MOIL-SAMP-01611,21.38956,80.22617,Balaghat Mine (Largest underground Mn mine),45.83,396.0,0.808,31.7,30.1,1292.3,3.77,0.937,8.6,0
MOIL-SAMP-01612,22.05995,80.30363,Balaghat Mine (Largest underground Mn mine),30.9,423.3,0.664,35.8,28.5,1298.1,-11.89,0.822,7.6,0
MOIL-SAMP-01613,21.83464,79.36242,Mansar Mine,49.16,390.6,0.566,58.7,31.3,1334.1,-6.36,1.092,13.9,0
MOIL-SAMP-01614,21.89293,80.30586,Balaghat Mine (Largest underground Mn mine),15.82,507.3,0.723,31.7,32.4,1361.8,-2.94,0.972,23.6,0
MOIL-SAMP-01615,21.5629,80.38627,Ukwa Mine,45.58,364.6,0.537,39.5,34.1,1505.3,-10.72,1.019,21.0,0
MOIL-SAMP-01616,21.33241,79.37127,Mansar Mine,12.5,343.7,0.642,51.0,30.8,1289.4,-4.55,1.434,14.4,0
MOIL-SAMP-01617,21.78689,79.96191,Sitasaongi Mine,30.67,414.8,0.529,35.7,30.9,1294.6,-9.52,1.004,14.9,0
MOIL-SAMP-01618,21.42213,79.97096,Balaghat Mine (Largest underground Mn mine),47.63,433.6,0.831,48.0,29.7,1336.1,-12.07,0.998,12.9,0
MOIL-SAMP-01619,21.33779,78.88491,Gumgaon Mine,13.57,386.4,0.58,16.0,30.2,1288.7,-4.81,1.247,0.7,0
MOIL-SAMP-01620,21.19963,79.81295,Balaghat Mine (Largest underground Mn mine),77.07,410.4,0.508,15.0,33.0,1297.4,-3.88,0.892,4.4,0
MOIL-SAMP-01621,21.33594,79.03409,Gumgaon Mine,6.92,418.7,0.574,35.7,32.0,1301.3,-9.53,1.469,14.5,0
MOIL-SAMP-01622,21.4192,80.13735,Balaghat Mine (Largest underground Mn mine),42.7,440.8,0.669,55.9,28.2,1357.1,3.14,1.556,12.8,0
MOIL-SAMP-01623,21.87711,79.26906,Mansar Mine,52.98,435.5,0.528,18.9,31.7,1334.6,-11.29,0.76,12.9,0
MOIL-SAMP-01624,21.30068,79.73844,Chikla Mine,29.17,386.7,0.711,45.0,33.6,1311.7,-3.91,1.153,13.6,0
MOIL-SAMP-01625,21.49191,79.41084,Mansar Mine,17.66,380.4,0.533,38.4,29.2,1083.7,-5.74,0.948,8.9,0
MOIL-SAMP-01626,21.94946,80.64633,Ukwa Mine,18.52,422.4,0.722,52.8,31.5,1414.1,-13.0,1.489,14.5,0
MOIL-SAMP-01627,21.61368,80.27456,Ukwa Mine,43.97,423.0,0.773,39.8,34.8,1345.5,-6.34,1.19,14.6,0
MOIL-SAMP-01628,21.48025,80.36838,Ukwa Mine,54.9,310.0,0.53,37.2,33.0,1349.3,-5.67,1.249,16.8,0
MOIL-SAMP-01629,22.10164,78.95087,Gumgaon Mine,78.74,496.0,0.743,35.1,28.8,1196.2,-6.04,0.756,2.5,0
MOIL-SAMP-01630,21.92565,78.97849,Gumgaon Mine,59.15,392.4,0.763,33.6,32.1,1355.8,-8.42,1.19,12.4,0
MOIL-SAMP-01631,21.62015,79.19595,Kandri Mine,23.64,374.0,0.433,34.7,34.4,1370.1,-10.85,1.241,7.5,0
MOIL-SAMP-01632,21.99154,80.32105,Balaghat Mine (Largest underground Mn mine),25.06,458.3,0.774,48.0,37.7,1228.8,-0.94,1.002,17.8,0
MOIL-SAMP-01633,21.97825,79.06953,Gumgaon Mine,65.28,419.5,0.574,30.0,32.6,1329.4,-6.45,1.319,6.7,0
MOIL-SAMP-01634,21.91815,79.29813,Mansar Mine,57.57,389.8,0.686,27.2,29.2,1222.3,-11.28,0.75,24.3,0
MOIL-SAMP-01635,21.92123,79.64733,Tirodi Mine,26.67,480.4,0.524,28.1,31.8,1297.4,-1.82,1.027,15.9,0
MOIL-SAMP-01636,21.88762,78.91032,Gumgaon Mine,55.72,384.3,0.782,39.8,30.9,1238.1,-3.28,1.416,19.2,0
MOIL-SAMP-01637,21.61083,80.23779,Balaghat Mine (Largest underground Mn mine),21.83,334.9,0.66,26.2,31.1,1490.2,-6.18,1.226,21.0,0
MOIL-SAMP-01638,21.67114,80.61781,Ukwa Mine,36.28,482.9,0.685,43.0,28.6,1421.0,-14.79,1.112,3.8,0
MOIL-SAMP-01639,21.62283,80.0766,Balaghat Mine (Largest underground Mn mine),22.93,359.7,0.517,54.7,24.5,1226.3,-8.97,1.532,16.6,0
MOIL-SAMP-01640,21.46211,79.43151,Mansar Mine,17.89,363.8,0.708,15.0,30.0,1367.4,-9.57,1.135,10.8,0
MOIL-SAMP-01641,21.77916,78.92593,Gumgaon Mine,43.63,417.2,0.768,39.4,31.9,1250.7,-4.73,0.995,9.2,0
MOIL-SAMP-01642,22.08742,79.78767,Tirodi Mine,44.74,432.3,0.486,53.1,35.3,1330.0,-0.63,0.954,11.5,0
MOIL-SAMP-01643,21.40331,79.99934,Balaghat Mine (Largest underground Mn mine),48.22,453.7,0.427,37.2,28.9,1383.7,1.2,1.122,8.6,0
MOIL-SAMP-01644,21.34872,80.44754,Ukwa Mine,68.51,383.3,0.494,34.7,29.5,1476.1,1.14,1.058,11.0,0
MOIL-SAMP-01645,22.01366,79.24202,Gumgaon Mine,73.16,435.9,0.51,28.7,33.6,1297.9,-11.36,1.447,20.1,0
MOIL-SAMP-01646,21.26293,79.98924,Balaghat Mine (Largest underground Mn mine),63.07,250.2,0.658,26.5,33.9,1344.5,-5.12,1.358,16.5,0
MOIL-SAMP-01647,21.47451,79.15125,Kandri Mine,13.58,350.0,0.647,30.8,30.4,1244.2,-7.28,1.126,21.3,0
MOIL-SAMP-01648,21.4261,79.06537,Gumgaon Mine,7.55,417.2,0.509,31.7,29.5,1396.6,-2.31,1.426,13.9,0
MOIL-SAMP-01649,21.93914,78.86607,Gumgaon Mine,62.22,340.1,0.496,46.9,26.3,1322.8,-4.88,1.034,17.2,0
MOIL-SAMP-01650,21.19199,80.26026,Balaghat Mine (Largest underground Mn mine),67.92,278.7,0.704,44.3,26.4,1252.5,-14.29,1.339,15.2,0
MOIL-SAMP-01651,21.62527,79.92318,Sitasaongi Mine,17.43,354.3,0.469,17.8,33.2,1254.2,1.37,0.879,10.7,0
MOIL-SAMP-01652,21.5214,79.01106,Gumgaon Mine,14.42,377.6,0.508,39.6,29.2,1349.5,-3.34,1.03,11.8,0
MOIL-SAMP-01653,21.3077,79.01452,Gumgaon Mine,9.31,348.5,0.728,38.1,31.3,1311.2,-6.04,1.271,15.5,0
MOIL-SAMP-01654,21.76864,80.52553,Ukwa Mine,22.83,394.5,0.671,15.0,35.7,1428.3,0.27,0.777,20.7,0
MOIL-SAMP-01655,22.14697,79.97524,Tirodi Mine,57.4,444.1,0.654,26.2,27.3,1246.3,-2.96,1.61,16.1,0
MOIL-SAMP-01656,21.20978,80.01023,Balaghat Mine (Largest underground Mn mine),68.04,445.8,0.607,34.2,29.5,1267.0,-5.13,1.464,10.8,0
MOIL-SAMP-01657,21.85133,80.27464,Balaghat Mine (Largest underground Mn mine),10.52,538.3,0.471,47.3,28.8,1452.5,-15.51,1.212,10.0,0
MOIL-SAMP-01658,21.27583,79.26881,Mansar Mine,13.52,391.1,0.712,44.8,34.1,1212.7,-14.23,0.855,23.4,0
MOIL-SAMP-01659,22.13168,80.26941,Balaghat Mine (Largest underground Mn mine),37.37,422.5,0.577,57.1,29.2,1308.6,-8.22,0.619,11.1,0
MOIL-SAMP-01660,21.9067,80.29995,Balaghat Mine (Largest underground Mn mine),16.38,416.1,0.669,37.3,30.8,1180.8,-9.31,1.014,4.7,0
MOIL-SAMP-01661,21.58872,79.19734,Kandri Mine,20.31,391.6,0.708,61.9,33.8,1286.5,-6.87,0.974,20.1,0
MOIL-SAMP-01662,21.83925,79.4947,Mansar Mine,53.93,329.7,0.542,55.3,31.6,1318.8,-0.4,0.995,16.5,0
MOIL-SAMP-01663,21.28473,80.46759,,999.0,374.1,0.69,41.3,27.9,1241.6,-7.01,1.404,8.7,0
MOIL-SAMP-01664,21.6353,79.6375,Tirodi Mine,9.94,451.6,0.57,30.5,32.4,1214.1,6.65,1.25,10.6,0
MOIL-SAMP-01665,21.44471,80.10467,Balaghat Mine (Largest underground Mn mine),40.47,323.3,0.719,24.5,26.5,1356.2,-6.38,1.224,7.1,0
MOIL-SAMP-01666,21.33978,79.18593,Kandri Mine,11.98,290.3,0.662,57.0,32.4,1309.1,-8.18,0.94,12.5,0
MOIL-SAMP-01667,21.49766,80.16832,Balaghat Mine (Largest underground Mn mine),33.76,446.7,0.637,40.8,29.9,1240.9,-0.23,1.766,11.7,0
MOIL-SAMP-01668,21.42532,80.34643,Ukwa Mine,61.3,402.2,0.651,58.5,30.4,1463.0,-6.56,0.898,8.1,0
MOIL-SAMP-01669,22.06447,79.84814,Tirodi Mine,43.79,435.6,0.59,51.6,29.6,1281.4,-3.97,1.164,-6.2,0
MOIL-SAMP-01670,21.21888,79.12905,Mansar Mine,24.8,360.1,0.638,61.9,31.1,1338.0,-7.05,1.367,-0.6,0
MOIL-SAMP-01671,21.44567,79.32403,Mansar Mine,7.47,390.9,0.593,27.8,24.9,1282.9,2.48,1.637,15.2,0
MOIL-SAMP-01672,21.51711,78.8513,Gumgaon Mine,20.99,332.9,0.684,44.3,33.8,1195.9,2.23,1.546,18.7,0
MOIL-SAMP-01673,21.78803,79.53228,Tirodi Mine,21.87,369.8,0.778,40.0,33.7,1301.3,-3.53,1.265,15.9,0
MOIL-SAMP-01674,21.33553,78.8837,Gumgaon Mine,13.79,406.2,0.676,33.0,32.6,1305.1,-6.85,1.326,1.8,0
MOIL-SAMP-01675,22.00683,80.24683,Balaghat Mine (Largest underground Mn mine),23.42,377.4,0.725,47.8,32.5,1216.8,-8.76,0.884,22.2,0
MOIL-SAMP-01676,21.38879,80.14781,Balaghat Mine (Largest underground Mn mine),45.93,336.7,0.576,35.9,30.5,1378.4,2.83,0.858,20.7,0
MOIL-SAMP-01677,21.80829,79.82012,Tirodi Mine,17.14,400.1,0.672,47.0,36.0,1353.5,-14.53,0.917,26.4,0
MOIL-SAMP-01678,21.53749,79.79333,Sitasaongi Mine,6.04,373.8,0.674,40.6,29.5,1497.6,-10.4,1.272,-1.4,0
MOIL-SAMP-01679,21.64755,79.84264,Sitasaongi Mine,11.06,337.3,0.602,53.1,36.2,1318.3,-4.58,1.02,12.9,0
MOIL-SAMP-01680,21.76304,79.43068,Mansar Mine,43.55,400.2,0.744,27.8,34.0,1398.2,-0.59,1.071,22.9,0
MOIL-SAMP-01681,21.7909,79.04884,Gumgaon Mine,44.45,435.7,0.687,44.6,28.5,1182.7,-5.59,1.148,14.0,0
MOIL-SAMP-01682,21.6732,78.97002,Gumgaon Mine,31.37,402.2,0.641,38.1,32.9,1198.5,-4.64,1.3,14.2,0
MOIL-SAMP-01683,21.98519,79.08359,Gumgaon Mine,66.21,438.6,0.518,59.9,32.7,1094.5,-7.99,1.308,14.1,0
MOIL-SAMP-01684,22.02349,79.21374,Gumgaon Mine,73.25,437.2,0.662,43.8,34.0,1199.3,-0.74,1.216,11.7,0
MOIL-SAMP-01685,21.63537,79.02776,Gumgaon Mine,27.12,439.6,0.697,59.2,32.2,1236.4,-8.34,1.118,17.1,0
MOIL-SAMP-01686,21.72101,80.35534,Ukwa Mine,29.68,465.5,0.691,41.5,31.1,1432.3,-12.52,1.089,8.3,0
MOIL-SAMP-01687,21.80792,79.79648,Tirodi Mine,15.66,511.9,0.755,50.5,34.9,1335.3,-4.69,1.209,13.8,0
MOIL-SAMP-01688,21.85131,79.31069,Mansar Mine,50.27,367.0,0.681,24.7,26.4,1306.3,-5.38,0.988,22.0,0
MOIL-SAMP-01689,21.51635,79.94072,Balaghat Mine (Largest underground Mn mine),40.63,380.0,0.591,42.7,30.6,1305.1,-3.99,1.113,16.2,0
MOIL-SAMP-01690,21.22087,80.52438,,999.0,348.7,0.631,54.1,30.9,1388.4,-7.13,1.173,8.7,0
MOIL-SAMP-01691,21.35874,79.73453,Chikla Mine,22.76,377.7,0.663,50.7,31.1,1352.3,-5.21,1.145,10.4,0
MOIL-SAMP-01692,22.03977,78.99392,Gumgaon Mine,71.72,410.6,0.599,33.4,28.3,1308.2,-4.17,1.189,7.4,0
MOIL-SAMP-01693,21.95102,78.95926,Gumgaon Mine,62.06,419.9,0.69,43.0,32.7,1308.7,0.08,1.567,10.2,0
MOIL-SAMP-01694,21.70802,80.53884,Ukwa Mine,29.66,392.5,0.556,48.1,29.0,1341.2,-2.0,1.093,18.7,0
MOIL-SAMP-01695,21.56595,79.51432,Tirodi Mine,24.79,408.2,0.498,40.9,31.3,1295.4,1.76,1.023,14.0,0
MOIL-SAMP-01696,21.85843,80.33256,Ukwa Mine,18.5,400.3,0.496,34.0,33.3,1233.0,-2.46,0.868,3.5,0
MOIL-SAMP-01697,21.41582,78.92318,Gumgaon Mine,8.69,340.0,0.522,36.7,30.1,1222.9,-4.1,0.866,17.8,0
MOIL-SAMP-01698,21.22039,79.39703,Dongri Buzurg Mine,48.25,379.3,0.737,53.2,30.6,1225.8,4.46,1.139,22.1,0
MOIL-SAMP-01699,22.0946,80.57906,Ukwa Mine,18.09,475.8,0.802,52.0,29.1,1294.2,-8.7,1.126,16.5,0
MOIL-SAMP-01700,21.24712,80.15531,Balaghat Mine (Largest underground Mn mine),61.5,333.9,0.701,52.8,28.1,1415.1,4.7,1.272,-2.4,0
MOIL-SAMP-01701,21.68166,79.19103,Gumgaon Mine,37.58,331.9,0.749,36.6,29.2,1180.9,-8.0,1.11,6.2,0
