time,temperature_2m,precipitation,soil_moisture_0_to_7cm,wind_gusts_10m,Rolling_72h_Rainfall,Pending_Target_Tons,Days_To_Deadline,Overtime_Capacity_hrs,Recommended_Action
2026-02-14 11:00:00,29.3,0.0,0.237,16.6,0.0,167,8,4,Normal Operations
2026-02-14 12:00:00,30.7,0.0,0.237,21.2,0.0,875,13,4,Normal Operations
2026-02-14 13:00:00,31.3,0.0,0.237,22.7,0.0,613,8,4,Normal Operations
2026-02-14 14:00:00,31.7,0.0,0.237,22.0,0.0,972,11,1,Normal Operations
2026-02-14 15:00:00,31.9,0.0,0.237,23.8,0.0,736,11,2,Normal Operations
2026-02-14 16:00:00,31.5,0.0,0.237,26.3,0.0,721,6,2,Normal Operations
2026-02-14 17:00:00,29.9,0.0,0.237,25.9,0.0,697,15,3,Normal Operations
2026-02-14 18:00:00,26.9,0.0,0.237,18.4,0.0,731,10,4,Normal Operations
2026-02-14 19:00:00,25.6,0.0,0.237,5.0,0.0,226,9,4,Normal Operations
2026-02-14 20:00:00,24.1,0.0,0.237,9.4,0.0,354,11,2,Normal Operations
2026-02-14 21:00:00,22.9,0.0,0.237,5.8,0.0,794,12,4,Normal Operations
2026-02-14 22:00:00,21.6,0.0,0.237,11.5,0.0,115,9,2,Normal Operations
2026-02-14 23:00:00,20.7,0.0,0.237,17.3,0.0,576,4,2,Normal Operations
2026-02-15 00:00:00,20.1,0.0,0.237,16.2,0.0,161,12,2,Normal Operations
2026-02-15 01:00:00,19.6,0.0,0.237,16.6,0.0,980,1,0,Normal Operations
2026-02-15 02:00:00,19.1,0.0,0.237,13.7,0.0,531,1,0,Normal Operations
2026-02-15 03:00:00,18.4,0.0,0.237,11.5,0.0,769,15,0,Normal Operations
2026-02-15 04:00:00,17.9,0.0,0.237,11.2,0.0,367,12,0,Normal Operations
2026-02-15 05:00:00,17.1,0.0,0.237,13.7,0.0,134,10,1,Normal Operations
2026-02-15 06:00:00,16.9,0.0,0.237,15.1,0.0,878,15,3,Normal Operations
2026-02-15 07:00:00,17.7,0.0,0.237,17.6,0.0,675,5,3,Normal Operations
2026-02-15 08:00:00,21.8,0.0,0.237,20.2,0.0,593,14,2,Normal Operations
2026-02-15 09:00:00,25.8,0.0,0.237,18.0,0.0,661,13,4,Normal Operations
2026-02-15 10:00:00,28.6,0.0,0.237,20.2,0.0,568,2,0,Normal Operations
2026-02-15 11:00:00,30.0,0.0,0.237,33.1,0.0,866,15,3,Normal Operations
2026-02-15 12:00:00,30.6,0.0,0.237,37.1,0.0,760,6,3,Normal Operations
2026-02-15 13:00:00,31.5,0.0,0.237,36.0,0.0,424,7,0,Normal Operations
2026-02-15 14:00:00,31.6,0.0,0.237,32.0,0.0,403,1,1,Normal Operations
2026-02-15 15:00:00,31.4,0.0,0.237,32.0,0.0,375,6,1,Normal Operations
2026-02-15 16:00:00,31.0,0.0,0.237,26.3,0.0,968,8,3,Normal Operations
2026-02-15 17:00:00,28.9,0.0,0.237,20.2,0.0,783,12,1,Normal Operations
2026-02-15 18:00:00,26.6,0.0,0.237,21.6,0.0,300,5,0,Normal Operations
2026-02-15 19:00:00,25.2,0.0,0.237,23.8,0.0,544,14,3,Normal Operations
2026-02-15 20:00:00,23.6,0.0,0.237,19.4,0.0,423,12,0,Normal Operations
2026-02-15 21:00:00,23.0,0.0,0.237,19.8,0.0,134,7,1,Normal Operations
2026-02-15 22:00:00,22.5,0.0,0.237,20.5,0.0,581,10,0,Normal Operations
2026-02-15 23:00:00,21.8,0.0,0.237,21.6,0.0,827,6,1,Normal Operations
2026-02-16 00:00:00,21.4,0.0,0.237,20.5,0.0,579,4,1,Normal Operations
2026-02-16 01:00:00,20.7,0.0,0.237,19.1,0.0,164,15,0,Normal Operations
2026-02-16 02:00:00,19.2,0.0,0.237,15.8,0.0,107,15,1,Normal Operations
2026-02-16 03:00:00,17.9,0.0,0.237,10.4,0.0,400,7,2,Normal Operations
2026-02-16 04:00:00,16.7,0.0,0.237,8.6,0.0,442,10,0,Normal Operations
2026-02-16 05:00:00,16.7,0.0,0.237,10.1,0.0,530,9,2,Normal Operations
2026-02-16 06:00:00,16.2,0.0,0.237,9.7,0.0,523,10,0,Normal Operations
2026-02-16 07:00:00,17.6,0.0,0.237,8.3,0.0,431,10,1,Normal Operations
2026-02-16 08:00:00,21.4,0.0,0.237,12.6,0.0,537,13,1,Normal Operations
2026-02-16 09:00:00,25.4,0.0,0.237,13.3,0.0,687,7,3,Normal Operations
2026-02-16 10:00:00,28.5,0.0,0.237,14.0,0.0,273,12,3,Normal Operations
2026-02-16 11:00:00,29.7,0.0,0.237,14.8,0.0,658,14,2,Normal Operations
2026-02-16 12:00:00,31.0,0.0,0.237,20.2,0.0,626,5,1,Normal Operations
2026-02-16 13:00:00,31.5,0.0,0.237,25.6,0.0,972,7,3,Normal Operations
2026-02-16 14:00:00,31.7,0.0,0.237,28.8,0.0,758,3,1,Normal Operations
2026-02-16 15:00:00,31.5,0.0,0.237,30.2,0.0,125,2,0,Normal Operations
2026-02-16 16:00:00,31.0,0.0,0.237,30.2,0.0,919,11,3,Normal Operations
2026-02-16 17:00:00,29.1,0.0,0.237,27.4,0.0,704,15,2,Normal Operations
2026-02-16 18:00:00,26.2,0.0,0.237,15.8,0.0,505,5,3,Normal Operations
2026-02-16 19:00:00,24.5,0.0,0.237,13.7,0.0,331,4,1,Normal Operations
2026-02-16 20:00:00,22.5,0.0,0.237,14.8,0.0,632,5,4,Normal Operations
2026-02-16 21:00:00,21.4,0.0,0.237,16.6,0.0,918,8,4,Normal Operations
2026-02-16 22:00:00,20.5,0.0,0.237,13.3,0.0,649,12,1,Normal Operations
2026-02-16 23:00:00,20.5,0.0,0.237,11.2,0.0,887,4,0,Normal Operations
2026-02-17 00:00:00,19.3,0.0,0.237,8.6,0.0,604,15,3,Normal Operations
2026-02-17 01:00:00,18.2,0.0,0.237,10.8,0.0,768,9,4,Normal Operations
2026-02-17 02:00:00,17.5,0.0,0.237,13.7,0.0,278,7,0,Normal Operations
2026-02-17 03:00:00,17.3,0.0,0.237,19.4,0.0,231,10,1,Normal Operations
2026-02-17 04:00:00,17.2,0.0,0.237,19.8,0.0,922,13,0,Normal Operations
2026-02-17 05:00:00,16.6,0.0,0.237,18.7,0.0,554,12,1,Normal Operations
2026-02-17 06:00:00,15.2,0.0,0.237,13.0,0.0,447,7,3,Normal Operations
2026-02-17 07:00:00,15.4,0.0,0.237,11.5,0.0,639,15,0,Normal Operations
2026-02-17 08:00:00,20.8,0.0,0.237,11.9,0.0,871,13,3,Normal Operations
2026-02-17 09:00:00,25.4,0.0,0.237,12.2,0.0,505,13,0,Normal Operations
2026-02-17 10:00:00,28.5,0.0,0.237,16.9,0.0,175,8,1,Normal Operations
2026-02-17 11:00:00,30.1,0.0,0.237,19.4,0.0,678,12,1,Normal Operations
2026-02-17 12:00:00,31.3,0.0,0.237,22.0,0.0,953,6,0,Normal Operations
2026-02-17 13:00:00,32.0,0.0,0.237,28.8,0.0,591,8,1,Normal Operations
2026-02-17 14:00:00,32.3,0.0,0.237,32.0,0.0,293,3,2,Normal Operations
2026-02-17 15:00:00,32.2,0.0,0.237,33.5,0.0,261,10,2,Normal Operations
2026-02-17 16:00:00,31.5,0.0,0.237,33.5,0.0,446,10,3,Normal Operations
2026-02-17 17:00:00,29.5,0.0,0.237,32.4,0.0,460,14,2,Normal Operations
2026-02-17 18:00:00,27.2,0.0,0.237,22.3,0.0,868,1,2,Normal Operations
2026-02-17 19:00:00,25.6,0.0,0.237,19.8,0.0,683,6,4,Normal Operations
2026-02-17 20:00:00,23.5,0.0,0.237,19.4,0.0,186,1,4,Normal Operations
2026-02-17 21:00:00,22.1,0.0,0.237,16.6,0.0,361,9,4,Normal Operations
2026-02-17 22:00:00,21.3,0.0,0.237,11.2,0.0,313,14,4,Normal Operations
2026-02-17 23:00:00,20.3,0.0,0.237,10.8,0.0,764,2,1,Normal Operations
2026-02-18 00:00:00,18.6,0.0,0.237,8.6,0.0,821,11,3,Normal Operations
2026-02-18 01:00:00,17.8,0.0,0.237,13.7,0.0,672,2,3,Normal Operations
2026-02-18 02:00:00,17.9,0.0,0.237,14.0,0.0,879,7,2,Normal Operations
2026-02-18 03:00:00,18.2,0.0,0.237,16.2,0.0,361,2,3,Normal Operations
2026-02-18 04:00:00,18.0,0.0,0.237,16.2,0.0,829,10,2,Normal Operations
2026-02-18 05:00:00,17.7,0.0,0.237,15.5,0.0,382,8,3,Normal Operations
2026-02-18 06:00:00,16.8,0.0,0.237,11.5,0.0,747,6,0,Normal Operations
2026-02-18 07:00:00,18.0,0.0,0.237,11.9,0.0,566,14,0,Normal Operations
2026-02-18 08:00:00,21.6,0.0,0.237,13.0,0.0,479,7,3,Normal Operations
2026-02-18 09:00:00,25.1,0.0,0.237,20.2,0.0,461,7,1,Normal Operations
2026-02-18 10:00:00,28.2,0.0,0.237,23.0,0.0,548,6,2,Normal Operations
2026-02-18 11:00:00,29.7,0.0,0.237,27.7,0.0,540,10,3,Normal Operations
2026-02-18 12:00:00,30.6,0.0,0.237,27.7,0.0,192,11,2,Normal Operations
2026-02-18 13:00:00,31.1,0.0,0.237,24.1,0.0,720,9,4,Normal Operations
2026-02-18 14:00:00,31.3,0.0,0.237,18.4,0.0,852,13,3,Normal Operations
2026-02-18 15:00:00,30.8,0.0,0.237,15.5,0.0,966,9,1,Normal Operations
2026-02-18 16:00:00,30.4,0.0,0.237,14.0,0.0,523,15,4,Normal Operations
2026-02-18 17:00:00,29.2,0.0,0.237,11.5,0.0,241,7,3,Normal Operations
2026-02-18 18:00:00,27.4,0.0,0.237,6.8,0.0,390,9,0,Normal Operations
2026-02-18 19:00:00,26.5,0.0,0.237,19.1,0.0,531,13,3,Normal Operations
2026-02-18 20:00:00,25.4,0.0,0.237,21.2,0.0,848,10,0,Normal Operations
2026-02-18 21:00:00,23.9,0.0,0.237,14.0,0.0,951,3,0,Normal Operations
2026-02-18 22:00:00,22.4,0.0,0.237,17.6,0.0,923,3,3,Normal Operations
2026-02-18 23:00:00,21.0,0.0,0.237,9.0,0.0,788,1,3,Normal Operations
2026-02-19 00:00:00,19.4,0.0,0.237,12.2,0.0,752,5,0,Normal Operations
2026-02-19 01:00:00,17.8,0.0,0.237,14.0,0.0,800,15,2,Normal Operations
2026-02-19 02:00:00,16.7,0.0,0.237,14.4,0.0,148,4,4,Normal Operations
2026-02-19 03:00:00,16.2,0.0,0.237,14.4,0.0,401,2,1,Normal Operations
2026-02-19 04:00:00,15.8,0.0,0.237,13.3,0.0,980,9,3,Normal Operations
2026-02-19 05:00:00,15.4,0.0,0.237,10.8,0.0,289,3,4,Normal Operations
2026-02-19 06:00:00,15.8,0.0,0.237,11.9,0.0,235,15,4,Normal Operations
2026-02-19 07:00:00,17.1,0.0,0.237,19.1,0.0,654,8,2,Normal Operations
2026-02-19 08:00:00,20.8,0.0,0.237,20.9,0.0,503,6,4,Normal Operations
2026-02-19 09:00:00,24.6,0.0,0.237,20.9,0.0,991,14,3,Normal Operations
2026-02-19 10:00:00,27.5,0.0,0.237,20.9,0.0,964,13,4,Normal Operations
2026-02-19 11:00:00,28.7,0.0,0.237,19.8,0.0,701,5,3,Normal Operations
2026-02-19 12:00:00,30.3,0.0,0.237,21.6,0.0,906,1,3,Normal Operations
2026-02-19 13:00:00,31.2,0.0,0.237,22.3,0.0,440,4,0,Normal Operations
2026-02-19 14:00:00,31.6,0.0,0.237,22.3,0.0,856,3,2,Normal Operations
2026-02-19 15:00:00,31.6,0.0,0.237,21.2,0.0,803,1,1,Normal Operations
2026-02-19 16:00:00,31.1,0.0,0.237,19.1,0.0,417,12,0,Normal Operations
2026-02-19 17:00:00,29.8,0.0,0.237,18.7,0.0,717,15,1,Normal Operations
2026-02-19 18:00:00,26.5,0.0,0.237,15.1,0.0,462,5,3,Normal Operations
2026-02-19 19:00:00,26.0,0.0,0.237,23.0,0.0,921,6,0,Normal Operations
2026-02-19 20:00:00,24.8,0.0,0.237,23.4,0.0,481,2,4,Normal Operations
2026-02-19 21:00:00,23.2,0.0,0.237,18.0,0.0,332,15,4,Normal Operations
2026-02-19 22:00:00,22.0,0.0,0.237,11.5,0.0,876,14,1,Normal Operations
2026-02-19 23:00:00,20.9,0.0,0.237,16.6,0.0,443,3,3,Normal Operations
2026-02-20 00:00:00,19.9,0.0,0.237,14.4,0.0,648,11,1,Normal Operations
2026-02-20 01:00:00,19.3,0.0,0.237,15.1,0.0,916,14,2,Normal Operations
2026-02-20 02:00:00,18.3,0.0,0.237,14.0,0.0,652,15,4,Normal Operations
2026-02-20 03:00:00,17.3,0.0,0.237,13.3,0.0,628,6,0,Normal Operations
2026-02-20 04:00:00,16.6,0.0,0.237,11.2,0.0,955,4,0,Normal Operations
2026-02-20 05:00:00,16.9,0.0,0.237,13.0,0.0,888,9,0,Normal Operations
2026-02-20 06:00:00,17.0,0.0,0.237,13.7,0.0,918,5,4,Normal Operations
2026-02-20 07:00:00,18.2,0.0,0.237,14.0,0.0,670,4,3,Normal Operations
2026-02-20 08:00:00,22.3,0.0,0.237,13.7,0.0,282,2,4,Normal Operations
2026-02-20 09:00:00,26.3,0.0,0.237,12.2,0.0,140,6,4,Normal Operations
2026-02-20 10:00:00,29.3,0.0,0.237,16.6,0.0,650,10,0,Normal Operations
2026-02-20 11:00:00,30.7,0.0,0.237,19.8,0.0,496,2,4,Normal Operations
2026-02-20 12:00:00,31.9,0.0,0.237,20.5,0.0,803,12,0,Normal Operations
2026-02-20 13:00:00,32.5,0.0,0.237,22.0,0.0,878,13,3,Normal Operations
2026-02-20 14:00:00,32.6,0.0,0.237,23.0,0.0,593,7,2,Normal Operations
2026-02-20 15:00:00,32.5,0.0,0.237,23.4,0.0,758,3,0,Normal Operations
2026-02-20 16:00:00,32.1,0.0,0.237,23.4,0.0,432,9,1,Normal Operations
2026-02-20 17:00:00,29.9,0.0,0.237,21.2,0.0,226,11,2,Normal Operations
2026-02-20 18:00:00,26.6,0.0,0.237,9.7,0.0,657,5,3,Normal Operations
2026-02-20 19:00:00,25.2,0.0,0.237,7.9,0.0,656,8,2,Normal Operations
2026-02-20 20:00:00,24.7,0.0,0.237,17.6,0.0,100,11,0,Normal Operations
2026-02-20 21:00:00,24.2,0.0,0.237,22.3,0.0,267,6,3,Normal Operations
2026-02-20 22:00:00,22.7,0.0,0.237,21.2,0.0,719,14,1,Normal Operations
2026-02-20 23:00:00,21.1,0.0,0.237,10.4,0.0,118,12,0,Normal Operations
2026-02-21 00:00:00,20.2,0.0,0.237,9.4,0.0,431,10,0,Normal Operations
2026-02-21 01:00:00,19.6,0.0,0.237,12.6,0.0,683,8,3,Normal Operations
2026-02-21 02:00:00,19.0,0.0,0.237,13.3,0.0,555,13,3,Normal Operations
2026-02-21 03:00:00,18.3,0.0,0.237,15.5,0.0,208,13,2,Normal Operations
2026-02-21 04:00:00,17.7,0.0,0.237,17.3,0.0,367,11,1,Normal Operations
2026-02-21 05:00:00,17.0,0.0,0.237,18.4,0.0,544,12,2,Normal Operations
2026-02-21 06:00:00,17.4,0.0,0.237,22.3,0.0,339,3,2,Normal Operations
2026-02-21 07:00:00,18.7,0.0,0.237,22.3,0.0,400,3,0,Normal Operations
2026-02-21 08:00:00,22.6,0.0,0.237,20.9,0.0,701,5,3,Normal Operations
2026-02-21 09:00:00,26.4,0.0,0.237,21.2,0.0,202,11,0,Normal Operations
2026-02-21 10:00:00,29.3,0.0,0.237,19.4,0.0,349,10,1,Normal Operations
2026-02-21 11:00:00,30.1,0.0,0.237,18.0,0.0,552,3,2,Normal Operations
2026-02-21 12:00:00,31.2,0.0,0.237,20.2,0.0,619,8,1,Normal Operations
2026-02-21 13:00:00,31.8,0.0,0.237,23.8,0.0,252,10,3,Normal Operations
2026-02-21 14:00:00,31.8,0.0,0.237,25.2,0.0,958,13,3,Normal Operations
2026-02-21 15:00:00,32.7,0.0,0.237,22.3,0.0,273,12,4,Normal Operations
2026-02-21 16:00:00,30.9,0.0,0.237,36.7,0.0,442,14,1,Normal Operations
2026-02-21 17:00:00,29.6,0.0,0.237,37.8,0.0,769,8,0,Normal Operations
2026-02-21 18:00:00,27.4,0.0,0.237,18.4,0.0,530,2,1,Normal Operations
2026-02-21 19:00:00,26.5,0.0,0.237,19.1,0.0,826,12,2,Normal Operations
2026-02-21 20:00:00,25.2,0.0,0.237,15.5,0.0,788,4,3,Normal Operations
2026-02-21 21:00:00,24.4,0.0,0.237,19.8,0.0,786,10,3,Normal Operations
2026-02-21 22:00:00,23.4,0.0,0.237,19.8,0.0,951,13,1,Normal Operations
2026-02-21 23:00:00,21.9,0.0,0.237,19.1,0.0,949,1,1,Normal Operations
2026-02-22 00:00:00,20.5,0.0,0.237,14.0,0.0,757,4,1,Normal Operations
2026-02-22 01:00:00,19.2,0.0,0.237,9.7,0.0,423,12,2,Normal Operations
2026-02-22 02:00:00,18.3,0.0,0.237,10.4,0.0,772,13,2,Normal Operations
2026-02-22 03:00:00,17.5,0.0,0.237,10.4,0.0,738,13,0,Normal Operations
2026-02-22 04:00:00,16.9,0.0,0.237,11.9,0.0,519,11,1,Normal Operations
2026-02-22 05:00:00,17.3,0.0,0.263,12.2,0.0,693,13,0,Normal Operations
2026-02-22 06:00:00,17.5,0.0,0.263,10.8,0.0,584,4,4,Normal Operations
2026-02-22 07:00:00,18.7,0.0,0.262,12.2,0.0,758,10,2,Normal Operations
2026-02-22 08:00:00,23.3,0.0,0.262,12.6,0.0,850,9,3,Normal Operations
2026-02-22 09:00:00,27.0,0.0,0.262,11.5,0.0,511,15,4,Normal Operations
2026-02-22 10:00:00,29.5,0.0,0.261,16.9,0.0,183,3,3,Normal Operations
2026-02-22 11:00:00,30.5,0.0,0.26,18.7,0.0,212,15,4,Normal Operations
2026-02-22 12:00:00,31.8,0.0,0.259,23.4,0.0,836,2,0,Normal Operations
2026-02-22 13:00:00,32.0,0.0,0.257,25.6,0.0,431,9,0,Normal Operations
2026-02-22 14:00:00,32.3,0.0,0.256,24.5,0.0,477,9,2,Normal Operations
2026-02-22 15:00:00,33.3,0.0,0.255,19.4,0.0,854,1,3,Normal Operations
2026-02-22 16:00:00,33.2,0.0,0.255,23.0,0.0,754,6,4,Normal Operations
2026-02-22 17:00:00,31.0,0.0,0.254,29.9,0.0,140,10,1,Normal Operations
2026-02-22 18:00:00,28.4,0.0,0.254,19.4,0.0,869,8,1,Normal Operations
2026-02-22 19:00:00,27.7,0.0,0.254,9.4,0.0,896,3,2,Normal Operations
2026-02-22 20:00:00,26.1,0.0,0.254,12.6,0.0,204,11,3,Normal Operations
2026-02-22 21:00:00,25.3,0.0,0.253,13.3,0.0,301,9,1,Normal Operations
2026-02-22 22:00:00,24.5,0.0,0.253,14.0,0.0,549,2,2,Normal Operations
2026-02-22 23:00:00,23.2,0.0,0.253,9.7,0.0,918,6,2,Normal Operations
2026-02-23 00:00:00,22.4,0.0,0.253,13.3,0.0,942,1,3,Normal Operations
2026-02-23 01:00:00,21.0,0.0,0.253,10.8,0.0,365,13,1,Normal Operations
2026-02-23 02:00:00,19.9,0.0,0.253,7.2,0.0,309,7,1,Normal Operations
2026-02-23 03:00:00,18.5,0.0,0.252,9.7,0.0,662,3,1,Normal Operations
2026-02-23 04:00:00,18.1,0.0,0.252,13.3,0.0,217,7,0,Normal Operations
2026-02-23 05:00:00,18.9,0.0,0.252,13.3,0.0,812,4,1,Normal Operations
2026-02-23 06:00:00,19.0,0.0,0.252,9.7,0.0,476,9,4,Normal Operations
2026-02-23 07:00:00,20.3,0.0,0.252,15.5,0.0,650,5,0,Normal Operations
2026-02-23 08:00:00,22.9,0.0,0.252,17.6,0.0,639,3,0,Normal Operations
2026-02-23 09:00:00,24.1,0.0,0.252,22.3,0.0,870,15,0,Normal Operations
2026-02-23 10:00:00,26.2,0.0,0.251,21.6,0.0,183,8,0,Normal Operations
2026-02-23 11:00:00,27.4,0.0,0.25,26.3,0.0,553,6,2,Normal Operations
2026-02-23 12:00:00,29.5,0.0,0.25,31.7,0.0,766,2,4,Normal Operations
2026-02-23 13:00:00,30.6,0.0,0.249,28.4,0.0,728,3,3,Normal Operations
2026-02-23 14:00:00,30.6,0.0,0.248,23.0,0.0,613,8,1,Normal Operations
2026-02-23 15:00:00,28.1,0.0,0.248,25.6,0.0,704,15,0,Normal Operations
2026-02-23 16:00:00,26.6,0.0,0.248,36.7,0.0,777,10,3,Normal Operations
2026-02-23 17:00:00,29.1,0.0,0.246,31.3,0.0,486,7,2,Normal Operations
2026-02-23 18:00:00,26.5,0.0,0.246,12.2,0.0,449,10,3,Normal Operations
2026-02-23 19:00:00,25.7,0.0,0.246,10.8,0.0,395,6,0,Normal Operations
2026-02-23 20:00:00,25.1,0.0,0.246,22.7,0.0,357,14,4,Normal Operations
2026-02-23 21:00:00,23.7,0.0,0.246,16.6,0.0,180,1,3,Normal Operations
2026-02-23 22:00:00,22.2,0.0,0.246,14.8,0.0,367,9,0,Normal Operations
2026-02-23 23:00:00,22.3,0.0,0.246,10.4,0.0,518,3,0,Normal Operations
2026-02-24 00:00:00,21.0,0.0,0.246,11.2,0.0,334,14,1,Normal Operations
2026-02-24 01:00:00,19.9,0.0,0.245,9.7,0.0,932,5,1,Normal Operations
2026-02-24 02:00:00,19.1,0.0,0.245,10.4,0.0,410,7,4,Normal Operations
2026-02-24 03:00:00,18.9,0.0,0.245,9.7,0.0,912,15,1,Normal Operations
2026-02-24 04:00:00,18.2,0.0,0.245,10.1,0.0,456,7,4,Normal Operations
2026-02-24 05:00:00,17.6,0.0,0.245,11.2,0.0,312,3,2,Normal Operations
2026-02-24 06:00:00,18.2,0.0,0.245,18.4,0.0,673,15,2,Normal Operations
2026-02-24 07:00:00,19.5,0.0,0.245,18.4,0.0,148,4,1,Normal Operations
2026-02-24 08:00:00,23.3,0.0,0.245,18.4,0.0,226,10,2,Normal Operations
2026-02-24 09:00:00,26.8,0.0,0.245,13.7,0.0,322,7,3,Normal Operations
2026-02-24 10:00:00,29.4,0.0,0.244,14.0,0.0,378,8,3,Normal Operations
2026-02-24 11:00:00,30.1,0.0,0.244,17.6,0.0,507,2,3,Normal Operations
2026-02-24 12:00:00,30.9,0.0,0.243,27.0,0.0,604,9,2,Normal Operations
2026-02-24 13:00:00,30.8,0.0,0.243,28.4,0.0,393,7,3,Normal Operations
2026-02-24 14:00:00,31.2,0.0,0.242,27.7,0.0,895,13,4,Normal Operations
2026-02-24 15:00:00,31.5,0.0,0.242,28.4,0.0,376,8,0,Normal Operations
2026-02-24 16:00:00,30.1,0.0,0.242,33.8,0.0,537,6,1,Normal Operations
2026-02-24 17:00:00,28.9,0.0,0.241,32.0,0.0,206,6,4,Normal Operations
2026-02-24 18:00:00,26.9,0.0,0.241,18.7,0.0,757,9,3,Normal Operations
2026-02-24 19:00:00,24.8,0.0,0.241,16.9,0.0,519,4,0,Normal Operations
2026-02-24 20:00:00,22.9,0.0,0.241,13.7,0.0,710,11,1,Normal Operations
2026-02-24 21:00:00,22.0,0.0,0.241,6.8,0.0,528,11,4,Normal Operations
2026-02-24 22:00:00,21.2,0.0,0.241,5.0,0.0,474,5,1,Normal Operations
2026-02-24 23:00:00,21.5,0.0,0.241,18.0,0.0,172,9,2,Normal Operations
2026-02-25 00:00:00,21.2,0.0,0.241,15.8,0.0,733,1,3,Normal Operations
2026-02-25 01:00:00,19.8,0.0,0.241,9.7,0.0,129,4,4,Normal Operations
2026-02-25 02:00:00,18.6,0.0,0.241,10.8,0.0,287,7,4,Normal Operations
2026-02-25 03:00:00,17.6,0.0,0.241,9.7,0.0,463,11,0,Normal Operations
2026-02-25 04:00:00,16.9,0.0,0.241,14.4,0.0,965,15,0,Normal Operations
2026-02-25 05:00:00,17.1,0.0,0.24,14.8,0.0,899,9,0,Normal Operations
2026-02-25 06:00:00,17.0,0.0,0.24,14.8,0.0,550,15,1,Normal Operations
2026-02-25 07:00:00,18.7,0.0,0.24,15.8,0.0,294,14,3,Normal Operations
2026-02-25 08:00:00,23.0,0.0,0.24,15.5,0.0,255,13,1,Normal Operations
2026-02-25 09:00:00,27.2,0.0,0.24,11.5,0.0,271,11,3,Normal Operations
2026-02-25 10:00:00,29.7,0.0,0.24,17.3,0.0,946,12,4,Normal Operations
2026-02-25 11:00:00,30.4,0.0,0.24,19.1,0.0,140,13,1,Normal Operations
2026-02-25 12:00:00,31.3,0.0,0.24,25.2,0.0,162,10,1,Normal Operations
2026-02-25 13:00:00,31.6,0.0,0.239,31.7,0.0,122,6,1,Normal Operations
2026-02-25 14:00:00,31.1,0.0,0.239,31.7,0.0,459,12,2,Normal Operations
2026-02-25 15:00:00,31.0,0.0,0.239,29.2,0.0,174,8,3,Normal Operations
2026-02-25 16:00:00,30.7,0.0,0.239,29.5,0.0,659,13,3,Normal Operations
2026-02-25 17:00:00,29.5,0.0,0.239,28.4,0.0,771,9,1,Normal Operations
2026-02-25 18:00:00,26.5,0.0,0.239,22.0,0.0,924,10,2,Normal Operations
2026-02-25 19:00:00,25.6,0.0,0.239,11.2,0.0,217,4,1,Normal Operations
2026-02-25 20:00:00,24.2,0.0,0.239,13.3,0.0,711,1,3,Normal Operations
2026-02-25 21:00:00,23.2,0.0,0.239,17.6,0.0,479,14,4,Normal Operations
2026-02-25 22:00:00,22.3,0.0,0.239,17.3,0.0,778,8,2,Normal Operations
2026-02-25 23:00:00,20.7,0.0,0.239,17.3,0.0,389,2,2,Normal Operations
2026-02-26 00:00:00,19.4,0.0,0.239,15.8,0.0,539,11,1,Normal Operations
2026-02-26 01:00:00,18.6,0.0,0.239,14.4,0.0,767,1,4,Normal Operations
2026-02-26 02:00:00,17.7,0.0,0.239,13.0,0.0,106,13,3,Normal Operations
2026-02-26 03:00:00,17.2,0.0,0.239,10.1,0.0,295,7,0,Normal Operations
2026-02-26 04:00:00,16.6,0.0,0.239,10.4,0.0,520,12,3,Normal Operations
2026-02-26 05:00:00,16.0,0.0,0.238,6.8,0.0,667,10,3,Normal Operations
2026-02-26 06:00:00,16.3,0.0,0.238,6.8,0.0,932,9,4,Normal Operations
2026-02-26 07:00:00,17.9,0.0,0.238,10.8,0.0,292,11,2,Normal Operations
2026-02-26 08:00:00,22.5,0.0,0.238,12.6,0.0,658,15,3,Normal Operations
2026-02-26 09:00:00,25.8,0.0,0.238,13.0,0.0,247,12,2,Normal Operations
2026-02-26 10:00:00,28.6,0.0,0.238,16.9,0.0,886,12,4,Normal Operations
2026-02-26 11:00:00,30.4,0.0,0.238,18.7,0.0,768,9,4,Normal Operations
2026-02-26 12:00:00,31.6,0.0,0.238,32.4,0.0,301,3,1,Normal Operations
2026-02-26 13:00:00,32.5,0.0,0.238,32.4,0.0,543,6,0,Normal Operations
2026-02-26 14:00:00,33.8,0.0,0.238,32.0,0.0,518,7,4,Normal Operations
2026-02-26 15:00:00,32.4,0.0,0.238,47.9,0.0,526,14,4,Normal Operations
2026-02-26 16:00:00,31.3,0.0,0.238,48.2,0.0,578,10,2,Normal Operations
2026-02-26 17:00:00,30.5,0.0,0.238,33.5,0.0,574,9,4,Normal Operations
2026-02-26 18:00:00,28.1,0.0,0.238,17.6,0.0,225,15,3,Normal Operations
2026-02-26 19:00:00,27.0,0.0,0.238,20.5,0.0,494,2,1,Normal Operations
2026-02-26 20:00:00,25.6,0.0,0.238,22.3,0.0,916,8,1,Normal Operations
2026-02-26 21:00:00,24.2,0.0,0.238,22.7,0.0,980,14,3,Normal Operations
2026-02-26 22:00:00,22.6,0.0,0.238,11.5,0.0,905,7,4,Normal Operations
2026-02-26 23:00:00,21.3,0.0,0.238,3.2,0.0,675,4,0,Normal Operations
2026-02-27 00:00:00,20.4,0.0,0.238,8.3,0.0,424,2,4,Normal Operations
